Razao Social;Cnpj;Mes;Ano;Barras;Descricao;Fabricante;Grupo;Total custo;Quantidade;Valor bruto;Valor liquido;Valor desconto
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714230641;NEO MISTATIN CR VAG 60G;NEO QUIMICA;SIMILARES;13,16;2;34,26;34,26;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714260655;NEO MISTATIN SUSP 50ML;NEO QUIMICA;SIMILARES;15,95;3;62,22;53,92;8,3
MR WK FCIA LTDA ME;15786984000155;2;2013;7891045008433;NORDETE C/ 21 COMP;WYETH;ETICOS;4,8;1;6,45;6,45;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058487096;NOVALGINA GTS 10 ML;SANOFI;ETICOS;6,01;5;38,87;38,87;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058464073;NOVALGINA SOL.ORAL 100 ML;SANOFI;ETICOS;13,5;3;51,93;50,55;1,38
MR WK FCIA LTDA ME;15786984000155;2;2013;7896732600020;OLINA  60 ML;WESP;LIBERADOS;7,63;1;8,74;8,74;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896732600013;OLINA 100 ML;WESP;LIBERADOS;10,01;1;11,58;11,58;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896016801587;OMCILON A.ORABASE C/10G;BRISTOL-CONSUM;ETICOS;10,25;3;41,37;41,37;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891040029556;PROTETOR OCULAR AD C/20 INFANT;;PERFUMARIA;13,03;1;18,9;18,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004707600;OTOMIXYN GTS 5ML EMS;EMS;SIMILARES;4,89;4;26,32;26,32;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714270661;OUVIDONOL 10ML NEO QUIM;NEO QUIMICA;SIMILARES;5,78;2;15,86;15,86;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472501540;IODOFOR P V P I 30ML MULTILAB;;ETICOS;2,85;2;8,24;8,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7399;PARACETAMOL 750MG C/4 COMP;EMS;GENERICOS;1,42;2;4;4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112149712;PARACETAMOL 750MG 4 COMP TEUTO;TEUTO;SIMILARES;0,32;12;24;24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896226102818;PASALIX 20 DRAG;MARJAN;ETICOS;20,38;1;24,8;24,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7795304085275;PERLUTAN 1 AMP 1 ML;BOEHRINGER;ETICOS;9,14;2;24,56;24,56;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714280707;FLOXICAM 20MG C/15 CPS;;SIMILARES;6,06;3;23,94;23,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714270715;FLOXICAN GTS 15 ML;NEO QUIMICA;SIMILARES;3,46;1;4,32;4,32;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896112142140;PLAGEX PED GTS 10ML TEUTO;;SIMILARES;4,42;5;30,7;30,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891268118001;PONSTAN 500MG 24 COMP;PRODOME;ETICOS;14,9;1;19,37;19,37;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897316800300;PRED FORT COL 5ML;ALLERGAN-FRUNT;ETICOS;22,71;1;29,4;29,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714200699;CORTICOTEN 20MG 20 COMP NEO QU;NEO QUIMICA;SIMILARES;10,89;3;42,51;42,51;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523201641;PROBENXIL C/20 CPR;CIMED;SIMILARES;7,49;12;104,16;104,16;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896641805905;PROCTYL 15 SUPOS NYCOMED;NYCOMED;ETICOS;32,17;1;41,67;41,67;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896336600419;PROPOLIS SP MAKROVIT 30ML;;LIBERADOS;10,11;1;13,77;13,77;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058006419;PURAN T4 112MCG C/28 CPD;SANOFI;ETICOS;12,04;1;16,2;16,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058006372;PURAN T 4 50MGRS.C28;SANOFI;ETICOS;7,19;3;29,07;28,1;0,97
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058006389;PURAN T 4 75 MGRS C/28 CPRS;SANOFI;ETICOS;7,85;2;21,12;21,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891142180773;QUADRIDERM POM 20 G;MANTECORP;ETICOS;21,14;2;52,92;52,92;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714230733;QUADRILON CR 15G NEO QUIM;NEO QUIMICA;SIMILARES;16,81;1;19,9;19,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714231303;QUADRILON POM 15G NEO QUIMICA;NEO QUIMICA;SIMILARES;15,77;1;19,9;19,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714200576;NEOSAC 150MG 20COMP;;SIMILARES;16,58;4;83;83;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896331701081;RAPILAX 30ML HERTZ;HERTZ;SIMILARES;3,46;5;48,45;48,45;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897322702032;RINOSORO GTS 30ML;FARMASA;ETICOS;6,13;2;15,84;15,21;0,63
MR WK FCIA LTDA ME;15786984000155;2;2013;7896331703924;RITMONEURAM 20CAPS HERTZ;HERTZ;SIMILARES;23,76;1;28,29;28,29;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808806423;SAB NIVEA AVEIA 90G;;PERFUMARIA;0,9;6;8,1;8,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896902207103;SAL AMARGO 30 G FARMAX;FARMAX;LIBERADOS;0,97;1;1,37;1,37;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896015560300;SAL FRUTA ENO FRASCO 100 G;GLAXO;ETICOS;7,82;5;48,9;48,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840204914;SALG RUFFLES CHURRASCO 100G;;ELMA CHIPS;3,7;5;24,43;24,43;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840205010;SALG RUFFES CEB & SALSA;;ELMA CHIPS;3,7;7;32,72;32,72;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891142181046;SCAFLAM GTS PED 15ML;MANTECORP;ETICOS;16,28;1;21,16;21,16;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7890282800701;SEPURIN 20 DRAG;GROSS;ETICOS;11,72;2;30,38;28,86;1,52
MR WK FCIA LTDA ME;15786984000155;2;2013;7896261006553;SLOW-K 20 DRAG;NOVARTIS;ETICOS;7,66;3;29,76;29,76;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896138700607;SOL FISIOLOGICA  100ML ARBORET;;LIBERADOS;0,67;9;11,25;11,25;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896090611607;SONRISAL ENV 2CP;BEECHAM POPULA;ETICOS;0,89;19;22,23;21,97;0,26
MR WK FCIA LTDA ME;15786984000155;2;2013;7896658012303;SORINE INF 30ML;ACHE;ETICOS;6,07;2;15,18;15,18;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094200340;SUMAX 100MG 2 COMP;LIBB S;ETICOS;30,71;1;41,33;41,33;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094200432;SUMAX 50MG 2 COMP;LIBB S;ETICOS;15,55;2;41,84;41,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004702742;GLICERIN INF C/6 SUP;EMS;SIMILARES;8,22;2;21,84;21,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896016801655;SUSTRATE 50 COMP;BRISTOL;ETICOS;12,46;1;16,78;16,78;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896179850019;TAMARINE POTE 150 G;BARRENNE;ETICOS;29,19;1;36,39;32,75;3,64
MR WK FCIA LTDA ME;15786984000155;2;2013;7893454209913;TANDERALGIN C/12 CPR;;SIMILARES;9,97;3;38,76;38,76;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898075310383;GRAV TEST;CIMED;SIMILARES;10,42;4;59,6;59,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896548112908;TOBRADEX COL 5 ML;ALCON;ETICOS;18,4;1;24,77;24,77;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896116801609;TRIQUILAR 21 DRAG;SCHERING BERLIMED;ETICOS;5,07;2;13,62;13,62;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896212409457;TYLENOL CRIANCA 60ML;JANSSEN;ETICOS;10,2;1;12,77;12,77;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896212479924;TYLENOL GTS C/15 ML;JANSSEN;ETICOS;11,56;1;14,49;13,04;1,45
MR WK FCIA LTDA ME;15786984000155;2;2013;7897780202662;VIOLETA GENCIANA 1% 30ML RIOQU;RIOQUIMICA;LIBERADOS;1,26;2;3,6;3,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896902208841;VIOLETA GENCIANA 30ML FARMAX;;LIBERADOS;0,92;1;1,84;1,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714270852;VITAMINA C GTS 20ML NEOQUIMICA;;SIMILARES;7,03;2;19,8;19,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896006292005;VODOL CR 28 G;UNIAO QUIMICA;ETICOS;11,41;1;14,25;14,25;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010010546;ABS OB MED 10 UN;;PERFUMARIA;5,22;47;305,5;305,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010010515;ABS OB MINI 10 UN;;PERFUMARIA;5,22;5;32,5;32,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010010577;ABS OB SUPER 10 UN;;PERFUMARIA;5,22;13;84,5;84,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896014123889;COND ELSEVE MULTIV NORM 200M;;PERFUMARIA;8,07;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896014123902;COND ELSEVE COLORVIVE 200ML;;PERFUMARIA;8,07;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037144903;COND SEDA BALSAMO NOR 350ML;;PERFUMARIA;4,6;1;6,9;6,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;4005808257553;DES NIVEA SV/EFIC ROLL-ON MEN;;PERFUMARIA;3,99;2;11,98;11,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293784328;DES REXONA EXTREME AE 175ML;;PERFUMARIA;7,83;3;32,88;32,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293784465;DES REXONA INTEN COTT AE 175ML;;PERFUMARIA;7,43;3;32,88;32,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293999470;DES REXONA POWDER INTE AE 105G;;PERFUMARIA;7,43;1;10,96;10,96;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78907850;LEITE HID PAIXAO ONLY Y 200;;PERFUMARIA;2,89;1;4,76;4,76;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026459748;SH ELSEV COLORVIVE 200ML ;;PERFUMARIA;5,86;1;6,94;6,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037145955;SH SEDA SOS CERAMIDAS 350ML;;PERFUMARIA;3,91;2;11,74;11,74;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422745738;VASENOL CAMOMILA/OLEO AMEN 200;;PERFUMARIA;5,99;2;11,54;11,54;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422745714;VASENOL PELE MORENA 200ML;;PERFUMARIA;3,93;1;5,45;5,45;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896227800027;EMPLASTRO SALONPAS C/2 UN GD;MISAMITSU;PERFUMARIA;4,13;7;38,5;38,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896227800010;EMPLASTRO SALONPAS C/4 UN;MISAMITSU;PERFUMARIA;1,95;4;10,36;10,36;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800364781;ESPARADRAPO CREMER 2,5CM X 0,9;;MATERIAIS DE CURATIVOS;0,99;16;30,88;30,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78906440;ESPARADRAPO CREMER 2,5CM X 4,5;;HIGIENE PESSOAL;3,83;11;67,43;67,43;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891317001568;AMOXICILINA 250MG C/150ML EURO;EUROFARMA;GENERICOS;11,49;2;29,88;29,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891317001551;AMOXICILINA 500MG C/15CP EURO;EUROFARMA;GENERICOS;10,08;1;13,12;13,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891317001636;AMOXICILINA 500MG C/21CP EUROF;EUROFARMA;GENERICOS;13,81;3;53,85;53,85;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7895800303320;HALLS MENTA LYPTUS;;CONVENIENCIAS;0,5;22;22;22;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891106900775;ASPIRINA CAFI 4COMP;BAYER POPULAR;ETICOS;2,41;1;3,02;3,02;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181901006;ATENOLOL 50MG C/30CP BIOSINTET;BIOSINTETICA;GENERICOS;10,39;4;54,04;40,55;13,49
MR WK FCIA LTDA ME;15786984000155;2;2013;7896206402037;BUDECORT AQUA 32MCG 120DOSES;ASTRAZENECA;ETICOS;16,78;1;22,57;22,57;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000460207;CHOC PRESTIGIO;;NESTLE;0,75;28;28,28;28,28;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891000012390;CHOC NESTLE CRUNCH 160G;;CONVENIENCIAS;3,33;10;44,9;44,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891058002916;DORFLEX C/10;;ETICOS;2,88;119;442,68;442,31;0,37
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523201719;EPATIVAN B6 1X10ML FLACONETES;CIMED;SIMILARES;1,61;7;15,05;15,05;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897129301506;HIXIZINE XPE 120ML;THERASKIN;ETICOS;21,25;1;26,58;26,58;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896016804939;LUFTAL MAX 125MG C/10CP;BRISTOL;ETICOS;11,97;2;30,14;28,63;1,51
MR WK FCIA LTDA ME;15786984000155;2;2013;7891317007003;PRIMERA 20MCG C/21 CPR;EUROFARMA ISA;ETICOS;15,73;1;21,16;17,99;3,17
MR WK FCIA LTDA ME;15786984000155;2;2013;7896015516970;SAL FRUTAS ENO GUARANA 5G C/2;GLAXO;ETICOS;0,85;48;54,24;54,24;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896015511166;SAL FRUTA ENO LAR 5GR;BEECHAM POPULA;ETICOS;0,95;67;75,71;75,71;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898074617803;SPIDUFEN 600MG C/10ENV;ZAMBOM;ETICOS;17,74;1;25,03;25,03;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094201064;SUMAX 25MG C/4CP;LIBB S;ETICOS;15,55;1;20,92;20,92;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896181900665;TICLOPIDINA 250MG C/30CP;BIOSINTETICA;GENERICOS;32,94;1;42,84;34,27;8,57
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800000665;ATAD CREPON CYSNE 10CMX4,5M;CREMER;PERFUMARIA;1,05;2;3,16;3,16;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800000672;ATAD CREPON CYSNE 12CMX1,8M;CREMER;PERFUMARIA;1,26;6;12,12;12,12;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800000689;ATAD CREPON CYSNE 15CMX1,80M;CREMER;MATERIAIS DE CURATIVOS;1,6;2;4,8;4,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472501823;MULTIGRIP C/20CAPS;MULTILAB;SIMILARES;10,42;11;180,73;174,98;5,75
MR WK FCIA LTDA ME;15786984000155;2;2013;7893353210010;DIPROBETA INJ AMP 1ML BUNKER;BUNKER;SIMILARES;12,4;1;16,13;16,13;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897917001342;PROMERGAN CR 30G BELFAR;BELFAR;SIMILARES;9,41;10;125,1;122,6;2,5
MR WK FCIA LTDA ME;15786984000155;2;2013;611269991000;RED BULL ENERGY DRINK 250ML;;CONVENIENCIAS;4,66;35;241,5;241,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7894900011517;COCA COLA 2 LITROS;;COCA COLA;3,57;99;445,5;445,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7894900010015;COCA COLA LATA 350ML;;CONVENIENCIAS;1,33;107;267,5;266,02;1,48
MR WK FCIA LTDA ME;15786984000155;2;2013;7896828000017;AGUA DE COCO 200ML KERO COCO;;COCA COLA;1,43;18;36;36;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840120214;SALG  BACONZITOS 55G;;ELMA CHIPS;2,22;6;17,43;17,43;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896902200913;ACETONA FARMAX 100ML;;PERFUMARIA;1,16;45;78,75;78,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896075701019;CORTADOR DE UNHAS;;PERFUMARIA;1;12;30;30;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897595601728;TRILAX 12COMP QIF;QIF;SIMILARES;9,35;6;74,64;74,64;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896016004117;GRAMPO P/ CABELO TEIMOSO C/ 50;;PERFUMARIA;2,03;2;6,1;6,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7791293008073;DES AXE COMP MUSK 90ML;;PERFUMARIA;4,86;2;11,84;11,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714280110;DIGESPRID 10MG C/20 CAPS;NEO QUIMICA;SIMILARES;12,41;7;108,64;108,64;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714231143;NEOSORO AD 30ML NEO QUIMICA;NEO QUIMICA;SIMILARES;4,77;21;129,57;129,57;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7894900910018;GUARANA KUAT LTA;;COCA COLA;1,35;6;15;15;0
MR WK FCIA LTDA ME;15786984000155;2;2013;70330703629;APAR BARB BIC SENSITIVE C/2;;PERFUMARIA;1,22;12;22,2;22,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896014123865;COND ELSEVE SEC DDAN E QUE 200;;PERFUMARIA;5,66;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037004276;SH SEDA SOS KERAFORCE 350ML;;PERFUMARIA;3,91;3;17,61;17,61;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010560737;COTONETES J&J 75UN;;PERFUMARIA;1,73;13;29,25;29,25;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200351;PRES BLOWTEX ACTION;;PERFUMARIA;2,11;4;15,84;15,84;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200306;PRES BLOWTEX MORANGO;;PERFUMARIA;0,92;2;4,38;4,38;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200504;PRES ELITE C/3;;PERFUMARIA;0,92;5;10,95;10,95;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200344;PRES BLOWTEX MENTA;;PERFUMARIA;1,15;4;8,76;8,76;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78911222;VICK 12 GRS;PROCTER;ETICOS;5,44;2;13,94;13,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896075701040;PINCA MEREJE;;PERFUMARIA;0,34;29;29,58;29,58;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010020415;PRESERV JONTEX ULTRA C/3;;PERFUMARIA;3,08;15;61,5;61,5;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010033491;BRONZ SUNDOWN FPS 15 ML 120ML;;HIGIENE PESSOAL;12,64;17;236,3;236,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010033521;BRONZ  SUNDOWN FPS 30 120 ML..;JOHNSON;PERFUMARIA;19,94;22;585,2;585,2;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010008147;BRONZ SUNDOWN FPS 50 120ML;;HIGIENE PESSOAL;20,8;4;114,8;114,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;79656000078;BRONZ BANANA B GEL ALOE V 230G;;PERFUMARIA;16,57;7;203;203;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840126216;SALG  PINGO/ OURO BACON 90G;;ELMA CHIPS;2,22;8;18;18;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897129300059;CAMOMILINA C;IGEFARMA;ETICOS;22,15;1;23,16;23,16;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891177816869;DES NIVEA SPRAY 90ML;;PERFUMARIA;2,33;2;7;7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891177816852;NIVEA SUAVE SPRAY 90ML;;HIGIENE PESSOAL;1,91;2;5,74;5,74;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896014137169;COND ELSEVE CITRUS;;PERFUMARIA;5,98;1;8,49;8,49;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037145900;COND SEDA PRETOS LUMINOSOS;;PERFUMARIA;5,28;1;6,9;6,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037000322;CR PENT SEDA CACHO COMPORT 300;;PERFUMARIA;4,58;1;5,1;5,1;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891350011043;CR BARB BOZZANO;;PERFUMARIA;2,81;3;12,75;12,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891800000658;ATAD CREPON CYSNE 8X1,8M CREME;;MATERIAIS DE CURATIVOS;1,05;9;15,3;15,3;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896020153214;TENYS PE 100GRS;;PERFUMARIA;3,77;1;5,65;5,65;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898422745721;VASENOL PELE RESSECADA 200ML;;PERFUMARIA;5,99;2;10,9;10,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891350028874;GEL FIX BOZZANO NOITE 230G;BOZZANO;PERFUMARIA;3,44;2;9,98;9,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896472501793;P V P I TOPICO 100ML;;LIBERADOS;4,42;5;32,7;32,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037000315;COND SEDA CACHOS COMPORT 350ML;;PERFUMARIA;4,6;3;20,7;20,7;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094901148;MERTHIOLATE INCOLOR NOVO;;VAREJINHO;7,72;4;35,52;35,52;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7898085943830;LEITE AVEIA DAVENE CLASS 180ML;;PERFUMARIA;4,14;1;5,85;5,85;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004714295;EMISTIN CREME;EMS;SIMILARES;15,99;2;42,54;42,54;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897572001923;CERAZETTE;ORGANON;ETICOS;22,74;8;244,8;203,49;41,31
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037145856;SH SEDA PRETOS LUMINOSOS 350ML;;PERFUMARIA;3,91;1;5,53;5,53;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7892840127114;SALG  PINGO/OURO PICANHA 65G;;ELMA CHIPS;2,22;11;27,75;27,75;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7501001169374;ABS ALWAYS NOT FLEX ABAS;;PERFUMARIA;2,8;4;16,8;16,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010036478;TALCO J&J CAMOMILA 200G;;PERFUMARIA;5,04;3;22,71;22,71;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891024184509;ESC DENT COLGAT MACIA;;PERFUMARIA;1,29;2;3,98;3,98;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896004704135;EMSCORT CR 30GRS;EMS;SIMILARES;14,18;4;70,92;65,6;5,32
MR WK FCIA LTDA ME;15786984000155;2;2013;7897322702025;LISADOR 20ML GOTAS;;ETICOS;19,92;1;24,43;24,43;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891010504779;CURAT BAND-AID C/10;;PERFUMARIA;1,74;47;112,8;112,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094924697;LEITE COLONIA TEMP AMAR 100ML;;PERFUMARIA;1,79;1;2,69;2,69;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037006324;CR DENT CLOSE-UP BLACK 90G;;PERFUMARIA;1,41;6;11,94;11,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037744356;CR DENT CLOSE-UP ERMELHO 90GR,;;PERFUMARIA;1,42;6;11,94;11,94;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896714203232;DORALGINA 150ML GOTAS;NEO QUIMICA;SIMILARES;9,3;1;11,36;11,36;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896372500544;PASSAJA C/24 FLACONETES;;ETICOS;2,49;5;14,8;14,8;0
MR WK FCIA LTDA ME;15786984000155;2;2013;42110200;CR NIVEA SOFT PT 49GRS;;PERFUMARIA;8,77;1;9,68;9,68;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007200368;PRES BLOWTEX  TUTTI FRUTI;;PERFUMARIA;1,15;2;4,38;4,38;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78914971;LEITE HID PAIXAO FELICIDADE;;PERFUMARIA;2,95;4;18,6;18,6;0
MR WK FCIA LTDA ME;15786984000155;2;2013;78914964;OLEO AMENDOA PAIXAO FELIC 200M;;PERFUMARIA;8,49;1;12,99;12,99;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037009578;SH SEDA CITRIC FRESH 350ML;;PERFUMARIA;3,69;1;5,54;5,54;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896094924734;LEITE COLONIA T. CARNHO 100ML;;PERFUMARIA;1,97;1;2,9;2,9;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523206189;CALAMED 100ML;;SIMILARES;10,55;43;625,6;623,85;1,75
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523202341;CAPTOMED (CAPTOPRIL)25MGR C/20;CIMED;SIMILARES;7,77;1;8,4;8,4;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523206110;CIMELIDE 100MG C/12;CIMED;SIMILARES;8,37;26;300,82;300,82;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896523206103;CIMELIDE GTS 15ML;CIMED;SIMILARES;8,9;1;11,57;11,57;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7897595901866;DERMACYD  FEMINA 200ML;;ETICOS;17,34;1;23,51;23,51;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7896007540266;ABS INTIMUS DAYS C/PERF AMAR;;PERFUMARIA;2,29;7;24,08;24,08;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7891037009820;CR DENT CLOSE-UP TRIP HORT90;;PERFUMARIA;1,18;6;11,88;11,88;0
MR WK FCIA LTDA ME;15786984000155;2;2013;7899026460003;SH ELSEVE LISS-INTENSE 200ML;;PERFUMARIA;5,86;4;27,8;27,8;0
